22	444558
22	511266
22	531052
34	48917
34	99853
34	197152
50	70372
98	466991
133	218320
133	297906
133	297907
133	330045
246	103415
246	286091
246	315325
246	448907
252	19119
252	30038
252	84301
252	141482
252	153166
252	225668
252	287268
252	312147
252	352789
252	397159
252	413713
252	413714
252	488936
252	503746
252	524691
252	533878
303	61766
303	179624
303	471548
353	187690
358	47632
358	97988
358	267454
358	276137
358	370026
358	428694
358	445342
362	132290
362	232207
362	315456
362	433487
362	471549
362	471551
362	471552
363	366
363	2249
363	179872
363	286571
363	339819
363	420407
363	518925
364	3173
364	49522
364	311886
364	428179
365	15835
365	146930
365	377973
365	381230
366	2249
366	20880
366	154675
366	173406
366	179871
366	179872
366	286573
366	339819
366	388255
366	420407
366	518925
366	518930
366	542387
369	122701
369	182101
369	249335
369	272478
369	296398
369	296399
369	296401
369	344160
369	398287
369	463267
369	498503
369	530176
369	539970
371	272478
371	296398
377	313739
377	318861
377	351976
379	142997
379	170019
379	192179
379	498505
386	2354
386	144042
386	199948
411	25558
411	111832
411	172588
411	172609
411	536250
411	536254
414	31823
414	265606
414	362149
414	363232
414	410079
414	501100
453	11551
453	37851
453	148367
453	379264
453	408878
456	5761
456	312502
456	447478
456	538252
458	460
458	15592
458	113055
458	273567
458	316123
458	493359
468	41830
468	96092
468	489985
468	524832
470	163987
470	270744
470	270747
480	12584
480	61709
480	99547
480	111700
480	219235
480	224180
480	253796
480	258848
480	271719
480	291376
480	293072
480	296282
480	327795
480	379560
480	412371
480	438745
480	484136
480	489666
480	501450
480	515720
486	5510
486	16366
486	29039
486	39708
486	44392
486	73115
486	84124
486	103945
486	113793
486	114279
486	116201
486	157164
486	173801
486	274850
486	285420
486	320847
486	320882
486	340056
486	347489
486	360124
486	388279
486	394855
486	398100
486	426172
486	509916
486	536898
489	86081
507	357795
507	477535
507	484424
507	546384
513	225070
513	370707
513	397974
513	518680
517	209579
517	237040
517	262792
517	276157
517	299991
517	362204
517	365895
517	365919
517	391531
518	92585
518	188108
518	188119
518	489698
524	100107
524	140784
524	219140
524	287091
524	477965
524	515921
559	140996
559	329109
559	469332
559	512715
564	86714
564	128502
564	143465
564	258635
564	462082
564	531526
573	156650
573	449074
584	98931
584	306398
584	437369
584	533971
586	151379
586	154409
586	288070
586	369670
586	389385
586	415109
586	418852
586	458665
590	353551
593	288064
593	295583
594	53335
594	53338
594	68159
594	116891
598	47215
599	24701
599	163894
599	164710
599	198913
599	243898
599	344715
599	420118
599	527561
600	64847
600	72190
600	162660
600	302697
600	351397
600	478801
622	73260
622	78358
622	107745
622	165296
622	179657
622	195165
622	219623
622	269022
622	269030
622	396972
636	14813
636	79093
636	100003
636	293579
636	299868
636	384999
636	490199
636	537748
642	37684
642	157124
642	280172
642	330877
642	364693
642	520709
645	95068
645	174151
645	321609
645	465807
645	532617
646	107540
646	179051
646	200931
646	262653
646	266079
646	282595
646	344430
646	355667
646	374506
646	517380
646	521992
651	19326
651	70207
651	107561
651	119683
651	144282
651	147782
651	280146
651	349491
651	350346
651	520523
651	521678
691	68024
691	92154
691	108080
691	194071
691	410163
692	333590
692	344337
692	532513
722	161818
722	174500
722	507727
753	763
753	188038
753	293610
753	348408
753	372174
753	416586
753	434949
753	465909
756	38884
756	54358
762	52063
762	111291
763	213664
763	372174
763	434949
763	442828
763	465909
771	40104
771	280717
771	392919
771	491073
771	520135
771	530571
772	328358
772	358400
777	234199
777	327154
777	513243
777	541697
778	219261
778	432836
779	221328
779	300849
779	314924
779	523717
780	49640
780	178682
780	283474
780	476587
781	329323
781	375919
781	469540
785	787
785	12776
785	152115
785	178722
785	292822
785	323832
787	12776
787	87778
787	87782
795	46097
795	253287
795	274785
805	266042
805	392454
807	254014
807	337548
807	355264
808	96958
808	99547
808	216645
808	224179
808	224180
808	445890
809	216105
809	292319
809	298529
809	316915
809	350373
809	520612
809	531497
828	98888
828	321549
828	474419
828	535655
835	315316
835	414032
835	480343
842	93615
842	93617
842	167799
842	502776
894	895
894	901
894	115898
894	456377
895	897
895	456377
897	901
897	191356
897	287700
897	456377
901	456377
922	24869
922	106876
922	471713
948	148147
948	252096
948	252106
948	276426
948	308678
948	459330
948	465589
951	200511
951	414227
951	414228
966	3095
966	35697
966	50103
966	109008
966	404917
966	478039
966	524931
991	226015
991	260781
991	365492
991	478744
1050	1052
1050	87246
1050	163393
1050	209893
1050	491348
1052	14753
1052	87246
1052	303615
1060	14753
1060	87246
1060	163393
1060	209893
1060	455054
1066	116873
1066	128787
1066	333321
1066	368758
1066	392735
1066	433808
1076	162746
1076	267042
1076	267092
1076	315037
1078	9081
1078	152132
1078	175619
1083	11753
1083	16945
1083	42213
1083	190905
1083	212525
1083	325198
1083	407699
1083	465778
1083	500598
1088	39196
1088	374895
1088	512149
1101	240221
1101	259051
1101	495415
1105	2511
1105	270233
1105	512492
1105	543788
1120	1123
1120	6789
1120	87166
1120	234979
1120	251135
1120	265681
1120	347305
1120	412941
1120	490619
1120	490620
1120	510495
1120	539848
1122	19634
1122	322744
1122	482935
1122	516686
1123	1125
1123	145916
1123	251135
1123	490620
1123	498937
1125	145897
1125	412941
1133	356007
1133	387621
1133	516568
1135	55510
1135	518892
1148	33918
1148	37121
1148	249186
1162	11317
1162	14116
1162	77523
1162	126832
1162	142208
1162	192192
1162	202356
1162	228696
1162	228699
1162	239112
1162	298948
1162	318741
1162	365978
1162	378637
1162	378640
1162	411949
1162	422748
1162	499365
1162	525075
1163	15433
1163	36150
1163	263773
1163	482044
1166	260480
1166	328967
1166	328973
1166	328975
1166	383699
1167	36151
1167	457970
1167	532770
1170	21218
1170	89812
1170	142211
1173	167203
1173	239170
1175	15426
1175	61064
1175	188902
1175	536049
1177	224493
1178	23969
1178	110049
1178	169883
1178	274638
1178	329562
1178	505357
1179	116532
1179	506979
1183	19958
1183	91819
1183	192255
1183	233147
1183	247769
1183	536666
1200	152589
1200	189124
1200	226140
1200	256580
1200	330293
1200	354088
1200	354565
1218	5877
1218	15416
1218	64523
1218	222978
1218	457948
1239	39262
1239	136481
1239	425616
1299	32908
1299	423494
1299	488960
1328	59633
1328	131072
1328	357257
1330	42298
1330	230235
1330	414733
1330	486203
1331	1524
1331	165773
1331	257461
1331	266105
1332	165773
1332	288228
1332	502424
1334	141840
1334	155838
1334	251251
1334	255860
1383	46485
1383	72723
1383	102261
1383	236366
1383	427112
1383	432277
1383	458536
1386	465610
1398	1409
1398	97966
1398	138927
1398	324524
1399	163441
1399	289798
1399	331135
1402	191694
1402	381576
1402	405754
1404	138208
1404	449736
1407	68766
1407	269026
1407	537635
1407	539684
1409	97966
1409	157675
